,弹幕,类别
3589,晋绥军358团团长楚云飞在此！,负样本
3590,这觉悟………,负样本
3591,这药哪里买的？,负样本
3592,生化危机吧,负样本
3593,这开光嘴,负样本
3594,scp已介入调查,负样本
3595,汉克都退休了,负样本
3596,生化危机2 G5,负样本
3597,翻版黑凤凰？,负样本
3598,o5议员下令进行处决处决！,负样本
3599,这看起来很安全,负样本
3600,这看起来很安全,负样本
3601,这要从一个蝙蝠说起,负样本
3602,英语在线听力,负样本
3603,真实故事是什么啊？,负样本
3604,这看起来很安全,负样本
3605,这要是艾萨克，一jio你已经死了,负样本
3606,有一根换弹速度针没捡,负样本
3607,等等1892？？？,负样本
3608,这看起来很安全。,负样本
3609,go tell,负样本
3610,这可爱的cc,负样本
3611,这可都是满满的蛋白质啊,负样本
3612,这可是你的家啊,负样本
3613,这口苹果。。。我真的咽不下去了嘤嘤嘤,负样本
3614,这款遥控器,负样本
3615,这要是我就溜出去报警了,负样本
3616,打奶奶,负样本
3617,这款游戏可以在手机上玩耍 信吗？,负样本
3618,不要再靠近我了,负样本
3619,这蜡烛好持久,负样本
3620,这要是用VR不是当场去世,负样本
3621,这也能吃吗 别过来!,负样本
3622,这蜡烛真么厉害,负样本
3623,这里2021,负样本
3624,这里2021元旦1.1,负样本
3625,这里2077，刚好赛博朋克出啦,负样本
3626,你吼什么啦,负样本
3627,那你的手？？？,负样本
3628,你还有嘴炮,负样本
3629,这里VR真的嗨翻,负样本
3630,好几颗手枪。。。我对用词现在很迷茫。。。,负样本
3631,我觉得应该反过来：可恨之人必有可怜之处,负样本
3632,这里唱的歌叫hop,负样本
3633,这里充分体现卢卡斯的真 变态属性,负样本
3634,这里大家可以去找找另一个结局  给米娅没用的  米娅晚期了,负样本
3635,有武器就说明有怪了。,负样本
3636,这里的氛围做得蛮好的,负样本
3637,当你充完钱后、、、、,负样本
3638,这里的水路九连塆,负样本
3639,警察总是来得晚,负样本
3640,这里官方请了新的脸模做克里斯而已，不过8代克里斯又变回去了,负样本
3641,这也是天使？？？还有人磕，你们也真能下嘴啊,负样本
3642,这里好方啊,负样本
3643,这尼玛疯人院要怎么打,负样本
3644,钙化,负样本
3645,这不儿科学？？？？！！！！！！！！！！！！！！！！！！,负样本
3646,这里好像巴啦啦小魔仙古娜拉黑暗之神的栖息地啊,负样本
3647,这也太高科技了,负样本
3648,这也太阴间了吧这生日,负样本
3649,呕吐怪,负样本
3650,你不要笑,负样本
3651,这也忒吓人了,惊讶
3652,这里幻想乡,负样本
3653,寂静岭那个喷是有点、,负样本
3654,这里换女主,负样本
3655,这也吓人吗？,负样本
3656,这也有枪神纪玩家？！,负样本
3657,这一jio人都踢傻,负样本
3658,这一段房子的恐怖氛围e特别好 建议关灯自己玩 跟进入恐怖片一样,负样本
3659,就是缺爱整出这么大的事儿,负样本
3660,什么声音？,负样本
3661,真菌？可以吃吗？,负样本
3662,玩脱了吧,负样本
3663,放173来,负样本
3664,scp你们又收容失效了？,负样本
3665,把那个针打给伊芙琳会怎样,负样本
3666,你的刀呢,负样本
3667,这一关的小怪最多,负样本
3668,BGM搞事,负样本
3669,这一关简直是昆虫恐惧者的噩梦,负样本
3670,弹幕救我！！！！！,负样本
3671,看不清啊,负样本
3672,这一关我打了好久,负样本
3673,这首歌听的我心情好差……,负样本
3674,这一集咋直接就2020年了,负样本
3675,这以前是人类吗,负样本
3676,这应该是岳父给他接手的时候吧,负样本
3677,这里建议枪法不哈,负样本
3678,这里叫的好带感。。。,负样本
3679,这里就是爱酱花q的地方吧,负样本
3680,这应该是佐伊和卢卡斯小时候的回忆吧,负样本
3681,这里就是卢卡斯的大本营,负样本
3682,错别字：计划,负样本
3683,这游戏就发生在一天晚上你哪来的白天,负样本
3684,回去家暴,负样本
3685,这里就是卢卡斯的大本营啊,负样本
3686,这游戏特别恐怖,负样本
3687,这里绝对是实拍,负样本
3688,这游戏吓人的是前期,负样本
3689,这里可以蹲下来。,负样本
3690,你妹的，啃瓜的,负样本
3691,这里克兰西刚和卢卡斯打完牌。。,负样本
3692,这里牛年了,负样本
3693,是开头曲吗？tell aunt molly啥的那个？？,负样本
3694,舔子,负样本
3695,保护伞小队的监视灰机！,负样本
3696,这游戏真的是恐怖游戏,负样本
3697,这里其实可以直接跑,负样本
3698,@封不觉,负样本
3699,数据删除,负样本
3700,cod的憋走，算我一个,负样本
3701,这里是红色高能君,负样本
3702,c君说话,负样本
3703,你妹的,负样本
3704,这又变得不恐怖了，而且还没有打僵尸的快感,负样本
3705,别浪费子弹了，等剧情,负样本
3706,别去了,负样本
3707,量词破碎,负样本
3708,请大家不要刷别的up主 谢谢,负样本
3709,洗内！,负样本
3710,这里是克里斯,负样本
3711,这里是凌晨两点半，哈哈哈哈～,负样本
3712,这里是绿色高能君,负样本
3713,这里是我觉得游戏里最恐怖的地方,负样本
3714,这岳父,负样本
3715,这里是再努力推开他,负样本
3716,这里是职员表（好有创意）,负样本
3717,这里是最爽的,负样本
3718,尴尬C,负样本
3719,用高能君吗?,负样本
3720,这里说一下主角在的蓝保护伞是好的，是在给红保护伞做的事赎罪,负样本
3721,这里我要说下 在我们粤语里面 的确是叫一条桥的 强行解释一波,负样本
3722,这里要大战了,负样本
3723,生殖武器？？？,负样本
3724,这里有2021  2月11的吗,负样本
3725,1,负样本
3726,这里有点像爱丽丝,负样本
3727,这咋自己逛出来了,负样本
3728,这里有个玩法疯人院和容易通用，放一堆炸弹在伊芙琳旁边然后等出来引爆,负样本
3729,这里有我而且不只有我,负样本
3730,每个人都死了,负样本
3731,这里有一些好康的,负样本
3732,刷尸潮,负样本
3733,这里直接打boos了,负样本
3734,这在浣熊市事件10多年以后了,负样本
3735,炸备装弹上，说都不会话了,负样本
3736,强化子弹？,负样本
3737,我还没用力你就倒下了,负样本
3738,这里直接过去的话能看到伊森的正脸,负样本
3739,这怎么还闹鬼了,负样本
3740,这这这为什么会瞬移？说好的不闹鬼的啊,负样本
3741,这力气,负样本
3742,这力气挺大啊,负样本
3743,男主这体质根本是打不死的小强,负样本
3744,这料还挺足,负样本
3745,这轮椅跑的还挺快,负样本
3746,一群不看剧情的人米娅在船上和艾伦对话时说了铭印效果使伊芙琳不会伤害她,负样本
3747,伊芙琳是不会完全感染米娅的知道不，这是她的设定之一,负样本
3748,伊芙琳因为铭印作用没有感染米娅太深,负样本
3749,不科普有些杠精又要说这不合理那不合理,负样本
3750,这马赛克太好了,负样本
3751,这么大力,负样本
3752,叫淋神干嘛  找吸？,负样本
3753,1,负样本
3754,go tell aunt rohdy,负样本
3755,这真的是把我吓傻了,负样本
3756,这么大一个补给。。。,负样本
3757,毕竟是个精神控制系的角色,负样本
3758,是克里斯吧,负样本
3759,作为生化武器出生长大……诶……,负样本
3760,毕竟是生化武器,负样本
3761,淋淋？？？？,负样本
3762,这真的是生化危机吗。。。。。。我是不是打开错了啊啊啊啊啊啊啊啊啊啊啊,负样本
3763,这么多姐妹惹真素幸福,负样本
3764,这么多眼睛，,负样本
3765,米娅只是打工仔吧,负样本
3766,这么好的效果是妇炎洁吧,负样本
3767,生化危机什么？？？？,负样本
3768,这么好看的手，白白净净的，可惜了,负样本
3769,说鸡不说吧文明你我他,负样本
3770,趁没人，有1吗？,负样本
3771,这么好看的手...为什么要摧残它,负样本
3772,这么好看的书手受了这么多伤,负样本
3773,对不起伊芙琳...,负样本
3774,好可怜呜呜呜呜,难过
3775,该吃药了,负样本
3776,这么可爱马上去找你好吧,负样本
3777,小孩三观不正,负样本
3778,想想疯人院,负样本
3779,又是呕吐死肥仔,负样本
3780,这么可爱怎么舍得打针,负样本
3781,这么拉手不会断吗,负样本
3782,不高能不高能，习惯了吼吼吼,负样本
3783,说好的回合制呢,负样本
3784,别人唱歌要钱，妹子唱歌要命,负样本
3785,这么美的手！,负样本
3786,这么美的手啊,负样本
3787,这美丽的声音,负样本
3788,这终于死了,负样本
3789,这名字哈哈哈哈哈,高兴
3790,这名字绝了,负样本
3791,这主角知道了还要再来一次就很nb,负样本
3792,这魔性的笑声,负样本
3793,这男主的声音太好听了,负样本
3794,cc不用谢,负样本
3795,这男主太牛了，这也能跑,负样本
3796,这男主心态真好,负样本
3797,这期的酱色高能军就到这里各位乘客下期见,负样本
3798,这钱挺有用的,负样本
3799,这枪的声音好爽、、、,负样本
3800,这枪法，哈哈哈,负样本
3801,弹幕大军那我？,负样本
3802,被资本主义腐蚀的面孔,负样本
3803,恋手癖c良c影,负样本
3804,这枪后坐力还挺大的,负样本
3805,这枪威力好大,负样本
3806,虚伪的怜悯。,负样本
3807,这枪有点厉害,负样本
3808,病娇?,负样本
3809,这准星我还以为是什么卖萌的高级弹幕,负样本
3810,这让我想起了猎天使魔女。。。。23333,负样本
3811,我姓绿帽子,负样本
3812,这人长得好清秀啊,负样本
3813,她本身就是人型武器,负样本
3814,谁做的生物武器，出来受死,负样本
3815,够了，我都快不认识E了,负样本
3816,这摄像机……太厉害了,负样本
3817,没有弹幕了吗,负样本
3818,这什么虎狼之词哈哈哈哈哈哈哈,高兴
3819,这生化危机做的太真实了，厉害,负样本
3820,c菌是e菌的两个版本前的老版本了（滑稽）,负样本
3821,你的米娅是米娅还是佐伊还是伊芙琳,负样本
3822,90发子弹……,负样本
3823,这子弹够用啊,负样本
3824,糟糕的台词,负样本
3825,卧槽  轧头上呢？,负样本
3826,这BGM,负样本
3827,米娅背了好多锅啊,负样本
3828,所以说米亚呢,负样本
3829,你对不起的是米娅,负样本
3830,你对不起的是米娅,负样本
3831,情有可原罪无可恕,负样本
3832,针眼插不出伊芙琳,负样本
3833,这生命力比追追还顽强,负样本
3834,这声音好可爱,高兴
3835,这声音好听，we'll be together forever ,高兴
3836,这声音我可以,高兴
3837,你是个富婆,负样本
3838,侦测到在途的聚变打击侦测到在途的聚变打,负样本
3839,C菌逐渐黑化,负样本
3840,侦测到在途的聚变打击侦测到在途的聚变打击,负样本
3841,克里斯,负样本
3842,这声音我醉了,高兴
3843,这声音真下饭,负样本
3844,这时候吃着鸡米花加番茄酱有点带感,负样本
3845,这时候伊森来一句谢谢你佐伊就神作,负样本
3846,这是 简单模式把～,负样本
3847,这是？父爱之味。,负样本
3848,这是PP19好吧,负样本
3849,牛的么事忒,负样本
3850,侦测到在途的聚变打击侦测到在途的聚变打击,负样本
3851,这是蹦迪厅吧,负样本
3852,生化6里的假艾达,负样本
3853,偷偷咽口屎肯定没人看见,负样本
3854,真。手指,负样本
3855,真·分身,负样本
3856,真·一发入魂,负样本
3857,真•密室逃脱,负样本
3858,这是鳄鱼傻瓜三人组,负样本
3859,真被吓到,惊讶
3860,这是粉色,负样本
3861,这是伏地魔哈哈哈哈哈哈,高兴
3862,真不理解怎么有人叫卢卡斯天使。。他明明就是变态,负样本
3863,这是和睦的一家人呢,负样本
3864,这是后期调高了亮度的，玩的时候很难看见,负样本
3865,真的,负样本
3866,老奶奶的轮椅,负样本
3867,副作用。,负样本
3868,卢卡斯为什么活的好好地,负样本
3869,真的，这个其实叫米娅,负样本
3870,这是简单模式哈哈哈,负样本
3871,这是杰克和卢卡斯的结合体,负样本
3872,这是克兰西啦CC,负样本
3873,真的被吓到了,惊讶
3874,弹幕呢,负样本
3875,这是姥姥嘛,负样本
3876,这是卢卡斯的房间哦,负样本
3877,真的被吓到了,惊讶
3878,这是卢思卡这是卢思卡这是卢思卡这是卢思卡这是卢思卡这是卢思卡,负样本
3879,这是录自己,负样本
3880,熬夜看的,负样本
3881,能专业一点吗？BSAA,负样本
3882,地狱道的曼珠沙华,负样本
3883,伊芙琳虽然可怜 但是太危险,负样本
3884,承包C菌小姐姐,负样本
3885,茶杯公司就是主打重口猎奇,负样本
3886,这是梦开始的地方,负样本
3887,承包C菌小姐姐,负样本
3888,各种量词 注音破碎,负样本
3889,浑浊的水就是这样的,负样本
3890,谁都被生化污染了,负样本
3891,这是米亚,负样本
3892,这是米亚,负样本
3893,这是米亚,负样本
3894,这是米亚,负样本
3895,这是女主来时的船吧,负样本
3896,这是普利茅斯唆鱼,负样本
3897,这是神罗天征,负样本
3898,应该是困难度的补给吧,负样本
3899,想看困难模式,负样本
3900,c君你这个还是简单模式,负样本
3901,从中午看到晚上在床上看困了,负样本
3902,she laugh,负样本
3903,真的高能？（这么多人说就信了吧）,负样本
3904,death,负样本
3905,这是生化危机7的主题曲,负样本
3906,我一个活口都不留,负样本
3907,我来增加弹幕,负样本
3908,进度条告诉我们事情没这么简单,负样本
3909,我没开弹幕？？？,负样本
3910,几发手枪? 几颗手枪??,负样本
3911,生发?霸王生发液,负样本
3912,双重人格,负样本
3913,这是生化系列最好的结局了吧,负样本
3914,真的好暗,负样本
3915,这是天依蓝66ccff,负样本
3916,真的好像真人,负样本
3917,BGM有点悲伤？,负样本
3918,真的黑，我把自己蒙在被子里看,负样本
3919,直升机丢下来的weapon,负样本
3920,眼睛，打眼睛,负样本
3921,幻想电锯也掉血？,负样本
3922,剪刀手的我倒回去又看了一遍,负样本
3923,大胖子！！！,负样本
3924,真的克里斯吗？,负样本
3925,那还是几发子弹就拜拜了呀,负样本
3926,这是完美结局,负样本
3927,这是胃~,负样本
3928,这是胃哈哈哈哈哈哈,负样本
3929,这是我见过最萌的准星,负样本
3930,这是我看得最认真的一部生化危机著作,负样本
3931,这是我新买的飞机杯啊，想要吗？,负样本
3932,没有什么是一片scp–500解决不了的，如果有，那就两片,负样本
3933,A级记忆删除（物理）,负样本
3934,这是野牛冲锋枪,负样本
3935,狗长安的落地,负样本
3936,这是一次在B站愉快的，无码的看钙片的经历,负样本
3937,破碎盯上破鸥楼,负样本
3938,这是一个彩蛋,负样本
3939,这是油画,负样本
3940,这是游戏设计给的补给，c菌就说一说，你们真的以为是卢卡斯给的了吗？天天嗑cp的就这脑子？,负样本
3941,这是岳父大哥们,负样本
3942,这是真爱啊，跟命比起来选真爱,负样本
3943,这是真觉,负样本
3944,这是芝麻糊,负样本
3945,这是佐依的,负样本
3946,真的是百合,负样本
3947,这手,负样本
3948,穷吃鸡，富快递,负样本
3949,穷吃鸡，富快递,负样本
3950,生殖武器？？？,负样本
3951,2018.11/7,负样本
3952,这手表好方便啊,负样本
3953,这手电筒不错,负样本
3954,"没有生化实验的话伊夫林也不会出生,她生下来就注定是罪",负样本
3955,这里表示伊森抵抗着伊夫林的幻象四处找本体,负样本
3956,感染了但是还没被控制,负样本
3957,"不是孩子,是从胚胎阶段就注入病毒基因了的改造人",负样本
3958,真的吓到了md,惊讶
3959,真的吓一跳,惊讶
3960,这手都长好了、、,负样本
3961,这手好看,高兴
3962,这手好漂亮，吸溜,高兴
3963,这手是真好看,高兴
3964,这手太好看了,高兴
3965,这手太好看了,高兴
3966,这手太好看了,高兴
3967,这手太好看了！,高兴
3968,奶奶！你听我说！,负样本
3969,真的有逃生内味啊,负样本
3970,这手太可了,高兴
3971,有缝必有胖子,负样本
3972,可怜之人必有可恨之处,负样本
3973,治疗感染，一次一发子弹,负样本
3974,你知道的太多了,负样本
3975,这手腕小臂真的绝,负样本
3976,有,负样本
3977,这手无敌啊,负样本
3978,这手真好看,高兴
3979,真的有勇士用vr把这个游戏打通关吗,负样本
3980,幻视：谁呼唤我,负样本
3981,这首歌才是真正的高能,负样本
3982,这首歌叫Cyka Blyat,负样本
3983,这首歌可不是伊芙琳的心声,负样本
3984,这首歌曲的名字叫go tell anut rhody,负样本
3985,真的有这么丝滑吗,负样本
3986,这首歌有个电影里放过，中国的电影,负样本
3987,这熟悉的招式......这是 温蒂？,负样本
3988,这双手真的太绝美了,负样本
3989,整天说方，退出游戏就不方了～,负样本
3990,这爽朗的笑声也太man了吧,负样本
3991,弹幕那,负样本
3992,这酸爽,负样本
3993,这算哪门子抵抗，哈哈,负样本
3994,这特别像生化危机2的最后一关,负样本
3995,有啊，我,负样本
3996,麦林,负样本
3997,计画是日语的,负样本
3998,Magnum子弹？,负样本
3999,好几颗手枪,负样本
4000,生发武器？？？？ ,负样本
4001,生什么武器？,负样本
4002,这个翻译的错别字真严仅（手动滑稽,负样本
4003,这铁有点甜，再来亿口,负样本
4004,这头发太高级了吧。。。,负样本
4005,对不起，你只能死,负样本
4006,这头发有点美,负样本
4007,真电锯惊魂,负样本
4008,说伊芙琳不陪有个家的你是认真的吗,负样本
4009,我觉得现在打他是没用的，还不如留着炮弹一会打,负样本
4010,其实伊芙琳很可怜的,负样本
4011,真经打啊··,负样本
4012,说错好多，算了我cc放弃,负样本
4013,生殖♂武器,负样本
4014,这头发真柔顺,负样本
4015,真菌怪！！！,负样本
4016,预充式注射器吧,负样本
4017,这投影很像以前玩的一个游戏,负样本
4018,这推特包还挺好看,负样本
4019,真菌怪！！！,负样本
4020,真可怕。瞎吃东西,负样本
4021,挺心疼伊芙琳的。愿天堂有一个她,难过
4022,这腿真好看,负样本
4023,真空的！！！！！！！！！！！,负样本
4024,确认ch,负样本
4025,这娃娃是个收集元素,负样本
4026,真踏马下饭,负样本
4027,突然想到如果被霉菌感染了，那么就不怕生病了，病毒病菌啥的都感染不了。。。所以为啥还要药洗手,负样本
4028,衬衫的价格为九磅十五便士,负样本
4029,突然想起来把身上装备给伊森啊。。。为啥就只给这个瓶子。。。。,负样本
4030,这位UP主请到我的特别关注里面去吃灰,负样本
4031,这蜈蚣做的还挺真的……,负样本
4032,这下半张脸一看就很帅,负样本
4033,真正可怕的不是伊芙琳，是造出她的人啊,负样本
4034,这小东西长得真别致 ,负样本
4035,这笑声。。。哈哈哈哈哈哈,高兴
4036,克里斯吧,负样本
4037,现实中做基因实验是重罪,负样本
4038,里昂是唯一没给过其他人武器的主角,负样本
4039,她是武器 存在就是毁灭,负样本
4040,【数据删除】,负样本
4041,长得好看的你舍得打吗2333,负样本
4042,睡前看看,负样本
4043,真准,负样本
4044,这笑声哈哈哈,高兴
4045,这笑声哈哈哈哈哈哈哈哈,高兴
4046,这笑声好像一个坏阿姨,负样本
4047,这笑声真魔性，建议大家0.5倍听，我保证有意想不到的收获,负样本
4048,这些是妈妈生出来的,负样本
4049,这兄弟吃多了吧 瞧着吐的满地都是,负样本
4050,这样打掉血少，也不浪费子弹,负样本
4051,这样拿着手莫名有点好笑,负样本
4052,这腰！啧啧啧，不错！公狗腰！,负样本
4053,这钥匙需要特别的门才能开  哈哈哈,高兴
4054,咸盐矿,负样本
4055,前面141的不要跑 hhhhh,负样本
4056,震荡波开的那条....虫？,负样本
4057,口红色号的你是魔鬼吗,负样本
4058,这钥匙需要特殊的门才能开哈哈哈哈哈哈等等我,高兴
4059,请注意伊芙琳是生化武器，并不属于人类，她并没有人性,负样本
4060,好几条手枪,负样本
4061,震惊!C君竟在山野小屋中与一精神错乱妇人缠绵难分！,负样本
4062,起源弹的真是人才,负样本
4063,震惊!母子竟在家里放火作为娱乐!网友直呼不可能!,负样本
4064,这也叫厉害？,负样本
4065,这也能接上 岳父大好人,负样本
4066,这也太棒了,负样本
4067,这也太好打了……,负样本
4068,吃火锅的那个＋1,负样本
4069,这也太和睦了。。,负样本
4070,这也太温柔了,负样本
4071,你们全走开，克里斯是我的老公！,负样本
4072,又是大屎巴橛子先生,负样本
4073,因为其中一个是大胖子 比普通胖子厉害,负样本
4074,机枪子弹那么多,负样本
4075,心疼伊芙琳的你们三观真是没救了,负样本
4076,震了一下,负样本
4077,正E摔死了,负样本
4078,根据真实故事？你家有生化危机？,负样本
4079,克里斯换了皮尔斯的发型！！！,负样本
4080,克里斯是创建BSAA的,负样本
4081,不开枪会被活吞,负样本
4082,疯人院模式没带磁带就抓狂吧,负样本
4083,六代分头的手电挂头上,负样本
4084,暗示zoe线,负样本
4085,疯人院还能接腿,负样本
4086,因为太浑浊了，这反而真实,负样本
4087,正常人家里怎么会有这些东西,负样本
4088,一什么道?,负样本
4089,正常人早晕过去了 伊森还能走路,负样本
4090,正在吃芝士的我,负样本
4091,之前不,负样本
4092,之前来没打 跑了  现在又遇到了哈哈哈,负样本
4093,这野牛冲锋枪,负样本
4094,暂停成功,负样本
4095,这一部有洗手液嘛,负样本
4096,这一次我看到了草原那里的天比别处的更可爱，空气是那么清鲜，天空是那么明朗，使我总想高歌一曲，表示我满心的愉快,负样本
4097,这一点感谢打码,负样本
4098,这一季有克里斯,负样本
4099,这一家全是好人，除了卢卡斯,负样本
4100,这一家人本来都很好的人，都是被怪物所害,负样本
4101,这一脚让我想起了使命召唤（狗头）,负样本
4102,这一块钱，哈哈哈,负样本
4103,这一切要从一直蝙蝠说起,负样本
4104,这伊芙琳啊,负样本
4105,之前没怎么仔细看 现在认真补！！,负样本
4106,感觉被官方喷了,负样本
4107,这衣服也牛逼乖,负样本
4108,之前那个老奶奶是伊芙琳吧,负样本
4109,什么化？,负样本
4110,药还是液,负样本
4111,C菌,负样本
4112,这音乐,负样本
4113,这音乐，很生化危机,负样本
4114,之前瞬移的老太太就是伊芙琳,负样本
4115,这游戏对手情有独钟,负样本
4116,这游戏很不错，每次密码都会变，必须去打怪（试1个小时说不定可以试出来）,负样本
4117,这游戏画质绝了,负样本
4118,这游戏是我绝对不会碰的 和恶灵附身一样 太恐怖了,负样本
4119,雷菌,负样本
4120,还是绿色的体力？,负样本
4121,黑光病毒???,负样本
4122,这游戏太下饭了，已经吃了两大碗了,负样本
4123,之前有封信，就提到了某某人的身体加速老化,负样本
4124,这游戏挺酷的,负样本
4125,这游戏致敬要素好多,负样本
4126,这游戏最哈人的地方,负样本
4127,这友谊到此结束了,负样本
4128,那是因为你没去过生物公司 ,负样本
4129,轻易的狗带,负样本
4130,deep♂dark♂hole,负样本
4131,之前有个日记说那家人发现了一艘船，估计就是这艘，然后那时候他们一家人还是正常的，但是去了之后被感染了，就不正常了（个人猜测）,负样本
4132,这语气好可爱,负样本
4133,这张图好可移,负样本
4134,吱,负样本
4135,吱,负样本
4136,吱,负样本
4137,吱,负样本
4138,这长得好像米亚,负样本
4139,这真的是副作用吗哈哈哈,负样本
4140,这只boomer有点厚,负样本
4141,这只手我表示可以！,负样本
4142,这智能手表好方便,负样本
4143,杠精？↑自然分娩和工业生产你说有没有区别？,负样本
4144,这种居然觉得可爱  厉害…,负样本
4145,吱,负样本
4146,吱,负样本
4147,完结撒血清！(橘菌),负样本
4148,这种迷题我喜欢,负样本
4149,12级灵能波动?,负样本
4150,魔法能力？,负样本
4151,一本啥？,负样本
4152,你害死了那么善良的一家人,负样本
4153,这主角都逆天了，什么特种部队都比不上他,负样本
4154,吱,负样本
4155,这主角血真厚,负样本
4156,这嘴好使,负样本
4157,这做的真牛壁,负样本
4158,贞子,负样本
4159,一本什么,负样本
4160,贞子,负样本
4161,贞子,负样本
4162,吱,负样本
4163,贞子来啦,负样本
4164,珍惜这完好的左手。。。,负样本
4165,珍惜这只手,负样本
4166,吱,负样本
4167,真   敞篷跑车,负样本
4168,真  敞篷车,负样本
4169,吱,负样本
4170,感觉每作生化危机结尾都是主角做直升飞机远去,负样本
4171,以前见过给猪打针的用的这种注射器,负样本
4172,空投？,负样本
4173,真*一朵脸,负样本
4174,真，杠铃般的笑声,负样本
4175,口红色号是多少,负样本
4176,gay化,负样本
4177,878？,负样本
4178,还没有天亮,负样本
4179,全体高强度物理记忆删除,负样本
4180,吱,负样本
4181,真.高能,负样本
4182,弹幕呢,负样本
4183,生化7最强的武器,负样本
4184,克里斯,负样本
4185,真·高能,负样本
4186,突然觉得好可怜,难过
4187,真·高能,负样本
4188,老太太只说过这一句话,负样本
4189,真·美食,负样本
4190,真·前方高能,负样本
4191,明明是好几粒手枪,负样本
4192,Fuck,负样本
4193,因为你不属于这个世界,负样本
4194,该吃药了,负样本
4195,真·天降正E,负样本
4196,真·拖儿带女,负样本
4197,真•生化无双7,负样本
4198,系内,负样本
4199,C菌围攻怪,负样本
4200,吱,负样本
4201,真•天降正E,负样本
4202,真爱,负样本
4203,真爱，圈粉,负样本
4204,真爱啊,负样本
4205,真爱啊,负样本
4206,真爱啊,负样本
4207,真爱啊,负样本
4208,倒回去重看一遍＋1,负样本
4209,真爱了,负样本
4210,真爱了,负样本
4211,对，就你说最没有杀伤力的那个。,负样本
4212,真爱强势,负样本
4213,暂停成功,负样本
4214,真爱舔爷,负样本
4215,通宵了。。现在5点40。。,负样本
4216,吱~,负样本
4217,知道啊！这里的大箱子就是末影箱,负样本
4218,知道了。,负样本
4219,真棒,负样本
4220,真棒，猜对啦！,负样本
4221,护体护体护体时候ID佛爱德华覅uadhfuashdjfnjskdh,负样本
4222,弹幕护体护体护体护体护体神佛艾迪否奥迪你发is杜甫就,负样本
4223,伊芙琳也是受害者！罪魁祸首是公司。研究这个的公司。,负样本
4224,真不错,负样本
4225,想多了,负样本
4226,真不错,负样本
4227,这是回忆,负样本
4228,知道我们为什么叫卢卡斯小天使了吗doge,负样本
4229,真不错,负样本
4230,真不错,负样本
4231,花落水流～～～,负样本
4232,真刺鸡,负样本
4233,前方高能，非战斗人员请撤离,负样本
4234,真的超喜欢这个结尾,负样本
4235,真的多补给,负样本
4236,百合子的你别走,负样本
4237,真的很感谢高能君，好人一生平安,高兴
4238,增加弹幕,负样本
4239,蜘蛛救命啊,惊讶
4240,蜘蛛人,负样本
4241,蜘蛛侠附体！,负样本
4242,真的很好看 辛苦cc了！,高兴
4243,直到dlc才真死了,负样本
4244,半条命2莱温霍姆,负样本
4245,真的很想启示录1的船,负样本
4246,真的家里更安全,负样本
4247,带了好几颗手枪，，，,负样本
4248,鲤鱼打挺！没成功，，尴尬,负样本
4249,真的经典,负样本
4250,真的经典，下饭必看,负样本
4251,真的没毛病,负样本
4252,你们是魔鬼吗,负样本
4253,直接揣兜里了,负样本
4254,把把起野牛 三天大地球,负样本
4255,真的是二选一,负样本
4256,生化危机4也是天降武器,负样本
4257,真的是夫妻“和睦”啊,负样本
4258,真的是服了,负样本
4259,这是新保护伞公司和BSAA合作后才出现的组织算是一个新的BSAA了,负样本
4260,这是新保护伞公司和BSAA合作后出现的组织,负样本
4261,真的是经典,负样本
4262,真的是克里斯哦,负样本
4263,没人觉得船上那一帮子人很惨吗……,负样本
4264,真的下饭哈哈哈哈哈哈哈哈哈,负样本
4265,直接飞出天际,负样本
4266,生殖武器？？？,负样本
4267, 完形填空,负样本
4268,gay化,负样本
4269,真的像电影一样,负样本
4270,E,负样本
4271,血腥煤矿,负样本
4272,真的像看了一部电影！,负样本
4273,完结撒内脏,负样本
4274,直接去找伊芙琳,负样本
4275,真丶天降正E,负样本
4276,直接输密码六天过关了,负样本
4277,直接撞,负样本
4278,真队友,负样本
4279,真服了,负样本
4280,真高能！！,负样本
4281,真好,负样本
4282,完个蛇头，cc后面还有几集,负样本
4283,用机枪啊,负样本
4284,直升机爆炸！！！,负样本
4285,于是你们把门炸开了,负样本
4286,吃饭哪，别闹,负样本
4287,真好,负样本
4288,scp已介入调查,负样本
4289,弹幕？,负样本
4290,存货,负样本
4291,真好，我2.17生日,负样本
4292,心疼,难过
4293,心疼,难过
4294,伊芙琳：不吃药药！,负样本
4295,男主：吃药药,负样本
4296,真好看,负样本
4297,关米娅什么事。。,负样本
4298,刚心疼完。。。,负样本
4299,心疼。。,难过
4300,一棵手枪。。。,负样本
4301,真好是不是,负样本
4302,主角说过，。什么大风大浪没见过，，，,负样本
4303,直升机飞行员被感染尼克一枪爆了飞行员狗头，飞机又又又坠毁了,负样本
4304,爆浆奶茶？,负样本
4305,真好听,高兴
4306,不用谢,负样本
4307,直升机坠机然后开启逃生2，hhhhhhh,负样本
4308,真好笑,高兴
4309,真皇城pk,负样本
4310,这种缺德的生化实验停了吧！早晚报复回人类自己身上,负样本
4311,贪婪的人类为了制造了你，但是他们没料到“生化武器”也渴望爱更没料到为了得到爱她可以多么极端,负样本
4312,真厉害,高兴
4313,只狼？？,负样本
4314,这个游戏没有绝对的反派,负样本
4315,穷吃鸡富快递这个真的是真理,负样本
4316,真男人,负样本
